order_id,customer_id,order_date,status,payment_method,shipping_city,shipping_state,total_amount
3990,2380,03/14/2026,ENTREGUE,pix,Lima de Goiás,PR,"12607,86"
9281,659,2026/03/11,entregue ,cartao credito,Santos,GO,834.27
8255,1872,2025-05-17T02:47:28,ENTREGUE,pix,da Conceição das Flores,BA,"4103,94"
946,142,2024-08-16,CANCELADO,boleto,Nogueira,SC,"R$ 2.066,27"
13459,2133,0000-00-00,cancelado,paypal,Dias,GO,1695.3
11293,2491,2025-05-07T17:46:06,cancelled,CARTAO_CREDITO,Pires de Farias,RS,23153.28
14269,1647,27/11/2024,pago,cartao credito,Farias do Norte,GO,5983.97
12713,1877,24/02/2026,pago,,da Rosa,SC,6011.95
5816,1999,22/02/2025,ENTREGUE,cartao_credito,da Rocha de Minas,PR,5923.65
884,2992,0000-00-00,Pago,cartao credito,Duarte,RJ,14527.46
11926,545,2025-07-09T10:09:22,cancelled,pix,Pastor,BA,5447.23
2787,1641,25/06/2026 03:44,ENTREGUE,Pix,Peixoto,SP,"R$ 6.932,16"
6014,478,2026-04-12,ENTREGUE,cartao_credito,Camargo,PR,4439.37
12851,585,26/01/2025,shipped,pix,Rocha,BA,
11829,929,2025-05-22T15:16:19,ENVIADO,boleto,da Luz Paulista,AM,"R$ 11.611,66"
13527,131,2025-05-02,pago,pix,Abreu do Galho,BA,7530.27
10673,341,21/08/2024,entregue ,Pix,Leão,SP,5856.89
8763,598,05/12/2025,Entregue,pix,Sá,SC,18164.12
4141,727,2026-02-20T23:48:10,pago,Pix,Cavalcanti Grande,PR,"17243,86"
13519,1059,0000-00-00,PAGO,boleto,Rodrigues de Vasconcelos,BA,"R$ 7.429,64"
9994,910,2026-06-13T08:06:09,ENTREGUE,,Araújo de Rios,MG,"R$ 12.684,20"
2557,2837,10/16/2024,Enviado,pix,Cunha da Serra,AM,"R$ 5.181,92"
7976,2256,2026/04/19,ENTREGUE,Pix,da Conceição de Guerra,DF,
6110,2489,2025-06-28T08:35:33,ENTREGUE,cartao credito,Castro do Galho,AM,"4637,34"
14390,756,26/01/2025,entregue ,paypal,Gomes da Prata,CE,
11230,555,08-07-2025,Entregue,boleto,Caldeira da Serra,PR,32399.51
3322,105,30-06-2026,shipped,cartao credito,Nascimento,SC,24576.43
8089,2096,06/07/2026,shipped,CARTAO_CREDITO,Barbosa da Prata,PE,
6917,2898,,ENTREGUE,Pix,Nunes do Galho,SP,2804.01
9008,160,2025-02-12T10:32:45,entregue ,boleto,Casa Grande,SP,11621.22
10367,2755,,shipped,cartao credito,Teixeira,MG,"8294,63"
234,2821,,enviado,,Viana,DF,3850.67
13850,1604,0000-00-00,reembolsado,CARTAO_CREDITO,Pastor do Norte,RS,1437.46
6537,1540,13-07-2025,cancelado,paypal,Alves Grande,PE,"2720,0"
10310,291,2025-06-07,reembolsado,cartao_credito,Novais,MG,25617.75
14422,478,2024-09-08T18:05:02,delivered,,Lopes das Flores,PR,"R$ 1.260,82"
3193,1391,2025/05/10,entregue ,CARTAO_CREDITO,Pinto de Silva,PR,"R$ 5.090,54"
10525,1312,2026-02-08T19:21:19,ENTREGUE,,Viana Alegre,AM,5264.96
13703,805,24-04-2025,Enviado,pix,Nunes,AM,"R$ 5.976,13"
11457,1945,2025-12-09,Enviado,cartao_credito,Fogaça de Fogaça,MG,"R$ 13.264,31"
6251,2248,27/05/2026,delivered,CARTAO_CREDITO,Garcia,RJ,"R$ 25.686,72"
3384,2727,2026/04/16,CANCELADO,boleto,Costela de Goiás,RS,2578.52
5646,2417,03/12/2025,entregue,paypal,Correia,DF,7938.95
6909,1992,04/02/2025,entregue,cartao credito,Moura,GO,"3827,35"
6772,27,15-09-2025,cancelado,cartao_credito,Mendes Alegre,CE,"R$ 4.298,62"
9197,1623,2025/08/23,shipped,Pix,Mendes de Dias,RS,6416.92
4485,2300,14/04/2025 03:14,Pago,pix,Cardoso,SC,"R$ 26.082,44"
8521,2644,24/01/2026,pending,pix,Cardoso,PR,17974.47
9560,1928,26/03/2026,Enviado,cartao credito,Sousa,SC,2187.19
14306,2503,2025/03/15,ENTREGUE,,Cassiano dos Dourados,BA,4948.7
922,1652,10/05/2026,cancelado,cartao_credito,Macedo,DF,16494.02
10774,17,13/03/2025 06:25,pendente,Pix,Costela do Norte,PR,725.62
2758,1020,14-04-2026,entregue,pix,Porto do Amparo,RJ,7742.73
10863,1214,09/09/2024,REEMBOLSADO,,Cavalcante,SC,"R$ 2.256,90"
3460,1722,2025-08-15T09:03:58,delivered,boleto,Azevedo das Pedras,BA,395.66
8683,1668,2025-11-06,entregue,paypal,Ramos,PE,"R$ 17.772,07"
1232,2866,06/28/2026,entregue ,Pix,Cardoso,PE,"1847,22"
483,1910,19/09/2024,ENVIADO,,Correia,AM,"R$ 8.700,68"
6807,1332,14/08/2024 09:52,entregue,boleto,da Paz de Goiás,RJ,
12317,841,2025-10-14T15:30:06,pendente,paypal,Cardoso,CE,12941.57
9092,176,27/01/2026 20:02,ENTREGUE,paypal,da Cruz Verde,SC,4403.09
6654,1815,10/10/2024,enviado,Pix,AraÃºjo,PR,"11565,15"
1471,205,04/24/2026,pending,,Novais de Nogueira,MG,3353.15
9074,2052,2026-06-11,entregue ,paypal,Cunha,DF,5136.12
11805,1808,16/09/2025 20:01,ENTREGUE,cartao credito,Aparecida,RJ,4109.36
6853,1235,,Cancelado,paypal,Peixoto de Goiás,AM,"R$ 4.451,18"
8618,892,2025-05-27T11:48:13,ENTREGUE,CARTAO_CREDITO,Camargo de Melo,GO,2596.09
14171,2812,06/29/2025,pendente,paypal,Nascimento,SC,8635.14
10529,439,26/06/2025 19:19,Entregue,cartao credito,Monteiro das Flores,SC,"11192,44"
3076,1277,2026-02-16,Entregue,,Porto da Prata,CE,30198.03
7894,2382,18/05/2026,Enviado,cartao credito,Barros,MG,11879.48
11930,3046,03/15/2025,Enviado,Pix,Cassiano,MG,8677.25
2782,784,0000-00-00,Pago,boleto,Pires do Sul,DF,9048.4
6468,793,2026-05-16T05:14:13,PAGO,Pix,da Conceição,PE,11342.35
2027,2319,,shipped,cartao credito,Freitas do Amparo,GO,"R$ 6.813,51"
9011,362,2025-09-21,enviado,Pix,Ramos Alegre,RJ,2644.01
2700,2098,20/10/2025 18:58,enviado,cartao credito,Montenegro das Flores,BA,"845,86"
11576,2924,06-06-2025,cancelado,paypal,Fernandes da Serra,SC,5265.52
14509,2136,2024-08-06,paid,CARTAO_CREDITO,Vieira Verde,RJ,"R$ 6.143,22"
14520,267,03/11/2026,Entregue,paypal,Mendonça do Sul,RS,3796.99
3174,469,2025-03-06,Entregue,pix,Silva,DF,
7258,119,28/08/2025,ENVIADO,cartao_credito,Lopes das Flores,SP,"R$ 5.976,91"
2056,251,23/01/2025,ENVIADO,cartao credito,Sá,PR,"R$ 8.484,44"
10711,1317,2024/11/14,ENTREGUE,cartao_credito,Montenegro,RJ,"13704,56"
12432,2548,17/03/2026 17:53,canceled,paypal,Ferreira,DF,"28333,59"
5164,1403,2026/05/18,entregue ,cartao_credito,Sousa,BA,28674.30
12027,1823,2026/03/29,Entregue,pix,Correia do Oeste,RJ,3481.22
5450,1325,13/05/2025,ENTREGUE,Pix,Novaes da Mata,CE,5883.63
798,3244,11/10/2025 19:19,delivered,CARTAO_CREDITO,Vieira,SP,23616.62
14237,2415,2024/12/05,entregue,,Novaes de Minas,AM,1762.62
11536,1696,31/03/2026 09:30,PAGO,CARTAO_CREDITO,Porto de Alves,CE,
7219,1549,2026/06/08,entregue ,CARTAO_CREDITO,Castro de Azevedo,RJ,"8019,85"
7483,226,,Pendente,cartao credito,Correia,GO,12814.78
6023,669,12/02/2026,delivered,paypal,Pinto,AM,11471.04
13840,1730,12/03/2025 07:39,Entregue,cartao credito,Sales do Norte,MG,"R$ 22.228,89"
9255,2502,0000-00-00,Entregue,paypal,Rocha de Martins,RS,"R$ 641,04"
10120,753,05/08/2025,Enviado,CARTAO_CREDITO,da Cruz do Oeste,BA,"R$ 3.023,72"
14160,237,28/05/2025,entregue,pix,Cunha da Mata,GO,2578.52
1404,2812,2025/12/11,entregue,cartao credito,Barros,PR,5667.44
688,2943,02/10/2025,entregue ,paypal,Pires,DF,
3670,1383,09/16/2025,cancelado,pix,Azevedo,CE,2735.68
11432,1905,2026-01-08T05:08:16,delivered,paypal,Porto,SC,"R$ 8.259,98"
2143,2317,25/12/2024,canceled,Pix,Pires de Rezende,PR,1630.74
11765,1707,2026-05-07T06:16:46,pendente,cartao_credito,Marques,DF,"11881,14"
1124,1059,2024/12/31,enviado,cartao credito,Teixeira da Serra,GO,"R$ 2.596,09"
7414,629,2025/03/10,entregue,cartao_credito,Vieira das Flores,CE,33508.68
13721,1090,0000-00-00,enviado,cartao_credito,Novais,SP,
8007,883,04/04/2025,pago,cartao credito,Freitas,PR,"R$ 28.672,44"
14934,2411,07/29/2024,cancelled,cartao credito,Santos,SP,5571.95
11958,2511,09/17/2025,Entregue,paypal,Fonseca,CE,9279.06
6407,2564,2025/12/09,pending,,Abreu,DF,"8380,81"
11553,2353,2025-09-05,entregue ,pix,Viana,CE,4906.86
13917,2134,2024/10/18,canceled,boleto,da Cruz de Sá,AM,6618.66
10369,29,2026-06-04T10:12:30,pending,,Araújo da Mata,SC,"R$ 7.530,27"
4766,646,2024-09-12,Cancelado,boleto,Caldeira de Dias,DF,20712.82
10478,1087,02/13/2025,pago,Pix,da Paz do Norte,RJ,"R$ 14.402,96"
174,1990,22-04-2025,pago,boleto,Almeida do Campo,GO,"2647,73"
6739,1567,07-07-2026,shipped,paypal,das Neves de Goiás,BA,7509.86
13687,2269,2024-11-12,Entregue,Pix,Macedo de Teixeira,SC,
13053,997,14-03-2025,pending,paypal,Câmara,RS,8680.12
9330,594,0000-00-00,entregue ,Pix,Sales,BA,28973.66
3765,628,09/04/2025,entregue ,paypal,Dias de Rocha,SP,22177.81
10787,20,27/12/2025 02:47,entregue,cartao credito,das Neves,PR,22824.39
4147,2844,,pago,Pix,da Conceição Alegre,GO,285.21
4549,1077,08/23/2024,Entregue,boleto,Mendes,PE,26784.81
14405,2470,0000-00-00,entregue ,,Jesus Paulista,RS,"R$ 183,57"
14585,1071,2024-08-09,ENTREGUE,cartao_credito,Correia,SC,17594.43
698,1668,2026-07-03T03:28:55,ENTREGUE,boleto,Viana Verde,SP,"10760,0"
4728,47,12/20/2024,Entregue,cartao_credito,AraÃºjo Grande,SP,"R$ 8.873,60"
6762,1038,2025-07-17,ENTREGUE,CARTAO_CREDITO,Correia do Amparo,AM,"10421,01"
10175,1793,2026/05/21,delivered,paypal,Dias da Mata,SP,"3843,32"
6130,1754,09/11/2025,pendente,Pix,Lopes de Mendonça,PE,16571.7
6298,2496,07/06/2026 03:29,entregue,cartao credito,Nunes de Cardoso,SC,"R$ 4.229,99"
8411,497,2025-05-05,enviado,cartao_credito,Cassiano,CE,16723.5
9699,2538,2026/05/10,REEMBOLSADO,CARTAO_CREDITO,Pastor,DF,"R$ 2.290,44"
1159,1823,2025-03-02,shipped,Pix,Machado de Pinto,RS,"R$ 4.622,48"
8970,2481,2025-07-11,delivered,,Pastor da Prata,CE,2603.05
6358,1365,,entregue ,CARTAO_CREDITO,Mendonça,BA,"9247,01"
1844,2140,09/07/2025 19:29,delivered,cartao_credito,Mendes,SP,"7479,45"
1797,2988,2024/12/03,CANCELADO,cartao_credito,Nascimento dos Dourados,GO,"R$ 857,43"
5696,2494,10/10/2024,delivered,cartao_credito,Ribeiro de Machado,CE,12985.27
6749,752,,PAGO,cartao credito,Lopes de Pastor,BA,8407.85
13654,1287,17/07/2024,PENDENTE,cartao credito,Fonseca da Praia,DF,"R$ 400,63"
7383,1260,08/06/2025 05:58,entregue ,CARTAO_CREDITO,Silveira do Campo,PE,"R$ 13.461,98"
10952,1443,21/10/2024,entregue,paypal,Viana,PR,17487.45
8655,783,,ENVIADO,boleto,Peixoto,DF,2187.19
11580,2061,06/16/2026,cancelled,cartao_credito,Martins do Galho,PE,16280.82
13911,1457,2026-04-21,PAGO,CARTAO_CREDITO,Gonçalves,SP,"7397,47"
9611,2277,2025-08-08T01:06:47,REEMBOLSADO,CARTAO_CREDITO,Novais da Prata,BA,"R$ 6.727,19"
6118,808,,Pago,CARTAO_CREDITO,Moraes,MG,"21279,93"
2579,2412,2025/07/05,entregue ,cartao_credito,Rios da Mata,CE,8196.45
815,2517,03/02/2025,Pendente,CARTAO_CREDITO,Barros,CE,"R$ 5.494,99"
2936,1170,2025/08/22,Entregue,Pix,da Conceição,RS,7004.92
6659,63,25-12-2025,ENTREGUE,,Alves,GO,"R$ 6.377,14"
4829,1087,12/26/2024,Entregue,cartao_credito,da Paz,CE,3671.89
12799,160,15/08/2025 17:05,Pendente,boleto,da Cruz do Sul,BA,17210.08
9568,592,2025-03-21T19:09:28,Pago,boleto,Fonseca de Alves,PR,19736.54
14892,2153,2026/04/23,entregue ,cartao_credito,Sousa da Serra,AM,"R$ 3.780,54"
7025,1047,,PAGO,cartao_credito,Andrade,MG,7642.11
6962,2572,2024-08-30T18:38:31,Enviado,CARTAO_CREDITO,Gomes,BA,11982.98
12321,1654,2025-01-05T05:54:28,entregue ,boleto,Cavalcante Paulista,CE,2484.25
7351,2823,21-10-2025,shipped,Pix,Pastor,CE,20886.27
12732,2946,10/03/2025,enviado,CARTAO_CREDITO,Marques de Viana,RS,16813.46
11812,2333,2025-12-07,cancelled,boleto,Nascimento de da Luz,SP,"R$ 10.731,22"
1850,2030,2024-11-20T10:36:06,pago,cartao credito,Albuquerque da Mata,RS,4008.63
11284,2166,,shipped,CARTAO_CREDITO,Ribeiro de da Rocha,BA,"8114,26"
11083,812,19-01-2025,CANCELADO,paypal,Gonçalves do Amparo,AM,"R$ 3.599,02"
13975,783,14-12-2024,entregue,Pix,da Mata,MG,"R$ 4.300,79"
12470,1640,0000-00-00,delivered,Pix,Borges,MG,
8706,1364,11/19/2025,pago,paypal,Rezende,GO,"1223,58"
13331,2405,2024-12-30T23:34:20,PAGO,,Fernandes de GoiÃ¡s,MG,"R$ 1.111,45"
13361,2136,,Entregue,pix,da Paz de Melo,CE,1695.3
4990,1351,2025-11-20,Enviado,,Ribeiro de Albuquerque,PE,"R$ 23.957,78"
8499,764,2026/04/23,Pendente,pix,Almeida,PE,13308.68
3488,774,10-02-2025,entregue ,cartao credito,da Rosa,CE,"R$ 5.862,94"
13614,1712,29/05/2025 07:57,ENTREGUE,,Sampaio de Campos,SP,4967.46
1903,1830,2026/03/19,Cancelado,,Sá de Moura,BA,20440.91
76,32,04-06-2025,pago,paypal,Mendes de Goiás,SP,
4860,1438,2025-02-18,pendente,pix,Martins,BA,"22661,96"
12188,1507,2025-06-19,Entregue,cartao_credito,Jesus,RS,11797.29
12066,650,11/12/2025,Entregue,pix,Rezende,MG,"R$ 18.861,49"
5557,1813,22-06-2026,entregue ,CARTAO_CREDITO,Albuquerque das Flores,SP,"R$ 6.962,68"
2323,722,2025-07-27,enviado,cartao_credito,Gomes do Sul,MG,9683.79
10467,2401,08/02/2026,CANCELADO,CARTAO_CREDITO,Barbosa do Sul,RJ,"R$ 8.096,74"
6876,173,2025-10-23T20:40:41,PENDENTE,boleto,Costa,PE,50623.92
7049,2512,2026-04-20T06:09:32,delivered,,Fonseca,GO,"18194,58"
3932,2614,2025-08-11T19:01:19,ENVIADO,cartao_credito,Vieira,MG,9031.02
2490,1532,08/12/2024,Enviado,cartao credito,da Rocha,MG,"R$ 22.081,38"
2771,1235,2025/01/09,entregue,,Borges do Sul,BA,21186.38
10605,1370,2024/07/18,canceled,Pix,Camargo,RJ,6671.59
3247,2961,01/11/2025,delivered,CARTAO_CREDITO,Santos da Mata,DF,"27939,59"
2392,998,17-11-2024,cancelado,cartao credito,Sousa de Cavalcanti,GO,4388.78
8128,1073,14/01/2025 22:55,shipped,boleto,da Mota do Galho,BA,4542.3
10414,722,16-02-2026,entregue,paypal,da Luz Alegre,BA,
2405,61,18/06/2025 12:25,PENDENTE,Pix,Costa,BA,22867.92
14473,544,2025-12-01,delivered,,Moraes Paulista,PR,"R$ 5.088,40"
1974,1086,2026-06-07,entregue,CARTAO_CREDITO,Brito da Mata,DF,25835.95
13076,460,2026/03/14,Pendente,cartao credito,Vieira Verde,RJ,25901.64
6232,1252,14/01/2025,Enviado,paypal,Nunes Alegre,CE,1432.52
6713,1467,24/02/2025 08:29,entregue,cartao credito,Caldeira,MG,
11572,232,11/10/2024,delivered,Pix,Cirino de Goiás,CE,
4930,1883,2025/10/25,Entregue,paypal,Casa Grande,SC,20104.05
7169,1848,2025-05-09T10:21:42,delivered,pix,Mendes,PR,"7937,52"
6512,2194,2025-11-20T18:34:06,reembolsado,cartao credito,Brito do Amparo,SP,"7046,22"
10243,1392,0000-00-00,Pago,pix,Brito,RJ,2484.25
1895,2153,2024-10-28T21:11:08,Entregue,Pix,da Paz,BA,"7576,58"
9381,2996,14/12/2025,entregue ,CARTAO_CREDITO,Castro,RJ,"R$ 4.453,49"
9786,1182,11/01/2024,entregue ,pix,Pinto,GO,"7454,0"
8957,933,,PENDENTE,pix,Correia de Caldeira,MG,"R$ 2.997,70"
4740,933,05/03/2026,reembolsado,Pix,Pires,SC,
1775,1692,09-08-2024,Pendente,,Gomes do Galho,SC,
11112,2960,2025-06-28,enviado,Pix,Cassiano,RS,
10377,1741,2026/01/16,Enviado,cartao credito,Correia,SC,189.61
10436,2518,2025-07-18T02:12:37,entregue ,paypal,Moura,DF,"R$ 7.361,77"
634,2258,09-09-2025,ENTREGUE,pix,da ConceiÃ§Ã£o da Prata,BA,
13622,3352,2025-02-18,Entregue,cartao_credito,Fogaça de Goiás,RJ,21863.61
8609,2333,2025-07-08T10:45:17,entregue,,da Luz de Minas,CE,
1281,2697,22/07/2025 12:23,pending,cartao_credito,Pereira,BA,9983.61
13563,2051,21/04/2026,delivered,pix,Azevedo das Flores,GO,6221.83
8963,2595,16-04-2025,Pago,cartao credito,Novaes,BA,22718.78
8666,2754,2025-08-08T05:40:49,Pago,,Ramos,CE,
9049,405,06-03-2025,entregue,cartao_credito,Novaes da Prata,RJ,7717.76
8853,2979,2025-12-31T18:20:54,ENVIADO,pix,Correia,DF,11797.78
6730,304,2026/02/27,Pago,boleto,Novaes do Galho,SP,8897.29
8937,2233,14/05/2025 04:03,shipped,cartao_credito,Dias,PR,8677.25
10900,408,10/08/2025,Pendente,Pix,Sá,BA,
13983,800,2025-05-17,delivered,paypal,da Rosa do Oeste,SC,13534.72
12936,1464,13/03/2026 05:45,cancelled,cartao_credito,Garcia,RS,632.22
4880,668,2026-05-06,refunded,cartao credito,Mendonça do Galho,PR,"R$ 7.808,77"
13646,2407,2025-09-01,ENTREGUE,,Correia,PR,"R$ 16.890,48"
955,1213,2025-02-19,pago,pix,Silva,RJ,"12581,92"
10886,1657,2026/06/11,paid,,Vieira da Prata,AM,
8938,417,2025/10/28,shipped,,Novais,RJ,8275.95
323,2932,10/12/2025,ENTREGUE,cartao credito,da Luz,GO,
5466,2577,31-05-2026,paid,cartao credito,Porto,GO,"R$ 12.715,52"
1303,2317,2025-04-18T08:46:05,Entregue,CARTAO_CREDITO,Pacheco do Oeste,CE,13452.41
7321,527,03/05/2026,ENTREGUE,cartao credito,Porto,MG,"R$ 2.602,19"
6060,2257,18/07/2025,entregue ,paypal,Pereira,DF,
12373,34,,PAGO,,Barros das Pedras,SP,11558.93
221,314,16/09/2024 08:47,pago,cartao_credito,Borges de Mendonça,PE,"R$ 5.698,61"
13963,211,,Entregue,cartao credito,Pacheco,BA,1668.54
13210,260,,CANCELADO,,AragÃ£o,RS,"R$ 4.603,44"
13155,351,0000-00-00,entregue ,,da Paz de Goiás,AM,14605.65
3569,1926,18/12/2024,entregue ,cartao_credito,Viana,PR,"R$ 10.033,97"
5426,3360,2026-03-12,Entregue,boleto,Porto,SC,7314.87
13098,2541,02/06/2025,Entregue,cartao credito,Castro da Serra,PE,24065.23
8088,264,11-12-2025,delivered,boleto,Mendes da Mata,SC,9044.84
12658,43,2025-07-25T13:15:14,delivered,pix,Lopes,RS,"29276,67"
10565,508,2025/07/04,refunded,Pix,Garcia,BA,4851.93
14192,646,2025-10-23,ENTREGUE,,Cassiano do Galho,PE,37950.65
12380,2356,04/27/2025,delivered,pix,Peixoto,RJ,443.53
12229,769,14/09/2025,paid,paypal,Sousa Paulista,GO,"R$ 1.611,75"
6054,1944,2024-12-14T15:57:50,delivered,cartao_credito,Abreu da Praia,RS,"R$ 27.432,06"
10273,876,2024-09-13T06:08:57,Entregue,cartao_credito,Moura,RS,4010.16
5730,3151,12/24/2025,ENTREGUE,pix,Barros,PR,"4031,67"
11910,847,,cancelado,pix,Dias Verde,CE,6107.51
3570,1456,2025-07-07,entregue ,pix,Teixeira,CE,"455,96"
11243,1549,2024-08-24T12:24:03,Entregue,boleto,Siqueira,GO,21306.78
3172,43,2026-02-27,delivered,,da Rocha,RJ,9261.67
5878,2102,2025-10-27T08:05:41,CANCELADO,pix,Cassiano Paulista,RS,
10971,2987,26/08/2025 02:15,PENDENTE,CARTAO_CREDITO,Mendes Alegre,GO,8469.86
11882,315,2025/07/02,delivered,cartao credito,Moreira do Galho,CE,"R$ 5.468,97"
865,1689,01-01-2026,pendente,pix,Cassiano,DF,"10495,28"
7650,2511,02/08/2024 17:18,pending,,Vargas,SC,11894.26
539,1405,15-02-2026,ENVIADO,boleto,Sousa do Galho,RS,26301.22
12563,795,0000-00-00,Enviado,Pix,da Rocha,RS,4297.09
2196,1717,12/31/2025,PENDENTE,cartao credito,Moreira,AM,6618.66
5657,172,2025-06-28,Entregue,boleto,da Conceição do Amparo,MG,4154.32
13665,3194,2026-06-10,delivered,paypal,Novaes dos Dourados,PE,"5608,19"
14569,2378,2024/10/28,delivered,Pix,Siqueira do Oeste,BA,"3413,97"
12767,2635,07/12/2024 01:49,ENTREGUE,,Cardoso do Sul,SC,11337.8
2098,1206,2025/06/30,Pendente,boleto,Ferreira das Flores,BA,7763.01
10147,657,2025-10-22T22:39:23,pago,CARTAO_CREDITO,Alves,GO,"4193,9"
2198,2889,04/07/2025,Entregue,Pix,da Rosa da Praia,DF,5481.26
9171,556,2025-09-02,Entregue,Pix,Casa Grande,RS,"R$ 23.263,29"
1957,63,,Pago,cartao credito,Teixeira,DF,11167.85
8391,155,2025/02/03,entregue,cartao credito,Leão do Norte,PR,1644.32
13988,817,2026-04-20,Entregue,CARTAO_CREDITO,Novaes,RS,12088.59
7206,2836,19/07/2025 04:26,ENTREGUE,cartao_credito,Pereira,SP,1695.3
10957,1303,2025-08-28,shipped,cartao credito,Aparecida,SC,14008.13
9961,1783,2024/07/22,paid,pix,Silveira de Sousa,GO,"R$ 4.595,76"
6832,2352,16/04/2026,ENTREGUE,Pix,Garcia,RS,5629.78
10143,167,05/11/2024,ENTREGUE,CARTAO_CREDITO,Moreira,MG,4988.66
1722,1611,0000-00-00,Entregue,,Farias Paulista,AM,"R$ 34.319,17"
6678,1370,2025-07-15,PAGO,pix,Rezende,MG,"9998,0"
823,2901,29/10/2025 13:42,Enviado,paypal,Viana,MG,"R$ 8.758,70"
12486,1975,2025-05-03,PAGO,CARTAO_CREDITO,Barros,PR,"17350,09"
5929,1994,0000-00-00,Cancelado,Pix,da Conceição,DF,2951.45
13529,1560,2025/04/27,delivered,pix,Cirino das Pedras,AM,"R$ 3.104,34"
6414,2272,08/04/2025 10:16,delivered,CARTAO_CREDITO,Machado de Goiás,PR,3080.28
14420,1456,2026/02/24,Entregue,cartao_credito,Dias,PR,"R$ 19.019,45"
3031,1725,2025-03-18,CANCELADO,cartao credito,Albuquerque das Flores,SP,"R$ 6.353,13"
5720,1450,01/23/2026,REEMBOLSADO,pix,da Cruz,RS,6550.51
13229,2568,2024/07/15,PAGO,boleto,Pires,BA,"R$ 8.955,07"
2764,270,2025-06-11,Pendente,cartao_credito,Almeida Alegre,RJ,25446.82
5097,1416,11/28/2025,ENTREGUE,pix,Moura de Dias,CE,"15221,69"
14161,1670,2024-12-21T15:56:56,ENVIADO,cartao_credito,Araújo das Flores,RJ,885.25
5731,199,26/01/2026,entregue,paypal,Sales de Cardoso,RJ,"R$ 32.389,98"
3206,1642,10/24/2024,Cancelado,paypal,da Paz do Norte,MG,2195.06
14533,581,2025/04/08,delivered,Pix,Freitas do Galho,AM,3371.76
6836,2757,19-06-2025,shipped,paypal,da Paz Grande,RS,"13436,7"
7859,2428,26-09-2025,canceled,Pix,Macedo,GO,4548.7
13604,197,23-03-2025,pago,boleto,Aparecida Verde,CE,"R$ 5.070,58"
11975,239,2025/08/26,Pendente,cartao_credito,Cavalcante,CE,28626.99
14803,255,2026-01-22T02:44:27,pending,cartao credito,Sá de Pinto,CE,26331.44
6394,1866,,Enviado,,da Rocha,SP,"12623,28"
10247,2738,2024-08-25T17:06:47,PENDENTE,,Rocha,DF,"R$ 7.361,77"
7623,2463,21/04/2026,enviado,pix,da Cruz,SP,"R$ 3.993,74"
3638,1547,16-04-2025,PENDENTE,boleto,Brito do Oeste,SP,"R$ 16.950,84"
12513,1653,2025/11/03,paid,pix,Castro Verde,SC,"R$ 6.408,58"
5207,2770,2024/12/19,entregue,boleto,Novaes,GO,641.04
3751,1299,2024/10/12,shipped,boleto,da Paz dos Dourados,DF,"R$ 6.680,82"
6756,2155,2024/07/22,pago,paypal,Andrade do Sul,PR,"R$ 1.232,19"
790,1825,06/13/2026,entregue,,Albuquerque,SC,9158.93
5826,369,04/29/2025,entregue,boleto,Abreu,MG,7832.18
14823,2579,2024-07-23T01:41:54,Enviado,pix,Viana,DF,"4684,36"
7418,198,16-01-2025,Pago,CARTAO_CREDITO,Cassiano da Serra,CE,13250.22
10260,370,2025-01-06T02:47:26,paid,boleto,Novais dos Dourados,DF,"R$ 5.999,22"
11309,905,2025-06-25T17:16:33,entregue,,Vieira da Serra,PE,
11439,1474,05-10-2025,entregue ,cartao_credito,Castro,CE,"R$ 3.461,76"
6671,1038,18/06/2025 20:18,Pendente,paypal,Gonçalves,SC,5288.37
3051,904,06/25/2026,REEMBOLSADO,cartao credito,Sampaio de da Paz,PR,16281.38
3787,2147,2025-01-23,Entregue,cartao credito,Viana,PE,"R$ 3.469,22"
2992,1725,30/06/2025,delivered,cartao credito,Câmara,RJ,
7548,2692,,entregue,,Barros do Oeste,PE,"R$ 17.377,16"
9684,366,,ENTREGUE,cartao credito,Ramos Grande,BA,12656.04
14283,1631,2025/09/10,Enviado,boleto,Nascimento de Goiás,PE,"R$ 4.542,34"
9001,1697,2026/07/08,enviado,paypal,Albuquerque do Campo,BA,"14723,54"
7692,2735,2025/08/28,Pendente,cartao credito,da Costa de Vasconcelos,GO,2283.85
7112,2038,0000-00-00,shipped,CARTAO_CREDITO,Costa,MG,"R$ 15.611,58"
10069,2767,2025-06-21,shipped,cartao_credito,Andrade de Cirino,BA,13430.6
5224,2230,11/17/2024,entregue,paypal,Montenegro,AM,2062.48
4044,83,2024-11-24,shipped,boleto,Dias dos Dourados,PR,11653.14
11449,2531,2026-01-10T20:20:07,shipped,CARTAO_CREDITO,Cirino do Campo,CE,22789.32
3939,2086,2024-10-22T20:15:17,ENVIADO,,Cardoso,AM,
1801,121,29/09/2025,delivered,CARTAO_CREDITO,Dias da Serra,SP,"793,08"
11640,2304,29/10/2025,pending,paypal,Campos,SC,8838.21
3905,685,0000-00-00,REEMBOLSADO,pix,Silva,AM,
14855,391,17/10/2025,entregue ,paypal,Machado,RS,11737.04
4186,2418,2026-01-31,CANCELADO,Pix,Martins,SC,"R$ 4.298,68"
8588,2988,02-12-2025,entregue ,pix,Moraes Verde,SC,"R$ 6.048,64"
6318,2885,2025-02-02T01:04:28,Entregue,Pix,Mendonça,CE,"3284,0"
